pelatihan_id,kode_pelatihan,dibuat_oleh_admin_id,jenis_pelatihan_id,status_pelatihan_id,judul_pelatihan,deskripsi_pelatihan,mentor_nama,durasi_jam,total_modul,harga,akses_seumur_hidup,masa_akses_hari,rating_rata_rata,jumlah_alumni,thumbnail_url,syarat_ketentuan,tanggal_publish,is_deleted,deleted_at,archived_at,created_at,updated_at
PLT000098,PLT-2026-00098,ADM000197,JP02,ONGOING,Strategi Pemasaran Digital - Praktis,Program pendampingan singkat untuk UMKM yang ingin menerapkan strategi pemasaran digital - praktis secara praktis melalui modul bertahap dan unggahan tugas proyek.,Suryo Anwar,8,8,0,false,180,4.15,472,https://cdn.umkmtumbuh.local/training/plt000098.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-12-21 17:47:25,false,,,2024-11-22 17:47:25,2025-01-16 17:47:25
PLT000099,PLT-2026-00099,ADM000209,JP03,PUBLISHED,Foto Produk dan Katalog Online - Mandiri,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait foto produk dan katalog online - mandiri. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Darel Astuti,9,6,0,true,30,4.78,251,https://cdn.umkmtumbuh.local/training/plt000099.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2026-04-10 19:08:01,false,,,2026-03-09 19:08:01,2026-04-10 19:08:01
PLT000100,PLT-2026-00100,ADM000014,JP04,PUBLISHED,Legalitas dan Dokumen Usaha - Praktis,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait legalitas dan dokumen usaha - praktis. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Rexy Artanti,12,8,0,false,365,4.84,416,https://cdn.umkmtumbuh.local/training/plt000100.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-02-16 20:52:36,false,,,2024-01-19 20:52:36,2024-03-08 20:52:36
PLT000101,PLT-2026-00101,ADM000182,JP05,PUBLISHED,Persiapan Sertifikasi Halal - Praktis,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait persiapan sertifikasi halal - praktis. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Prabowo Cahyono,10,8,0,false,180,4.41,495,https://cdn.umkmtumbuh.local/training/plt000101.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-10-07 01:50:04,false,,,2024-09-11 01:50:04,2024-10-08 01:50:04
PLT000102,PLT-2026-00102,ADM000200,JP06,PUBLISHED,Pembukuan dan Harga Pokok Produksi - Batch UMKM,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan dan harga pokok produksi - batch umkm secara praktis melalui modul bertahap dan unggahan tugas proyek.,Khairunnisa Mutmainah,5,4,0,false,90,4.90,340,https://cdn.umkmtumbuh.local/training/plt000102.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-10-29 12:39:03,false,,,2024-10-14 12:39:03,2024-12-30 12:39:03
PLT000103,PLT-2026-00103,ADM000121,JP07,ONGOING,Optimasi Marketplace - Kelas Proyek,Program pendampingan singkat untuk UMKM yang ingin menerapkan optimasi marketplace - kelas proyek secara praktis melalui modul bertahap dan unggahan tugas proyek.,Hafizh Kusumawati,7,5,0,true,365,4.94,229,https://cdn.umkmtumbuh.local/training/plt000103.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-04-14 03:22:31,false,,,2025-04-06 03:22:31,2025-06-25 03:22:31
PLT000104,PLT-2026-00104,ADM000200,JP08,ONGOING,Ekspor Pemula untuk Produk Lokal - Praktis,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam ekspor pemula untuk produk lokal - praktis. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Nurul Nuraini,8,6,0,false,365,4.76,570,https://cdn.umkmtumbuh.local/training/plt000104.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-07-31 15:50:40,false,,,2025-07-07 15:50:40,2025-08-01 15:50:40
PLT000105,PLT-2026-00105,ADM000134,JP09,PUBLISHED,Desain Kemasan dan Branding - Praktis,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait desain kemasan dan branding - praktis. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Naufan Nugroho,8,5,0,true,365,4.13,507,https://cdn.umkmtumbuh.local/training/plt000105.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-06-03 11:23:32,false,,,2025-04-29 11:23:32,2025-06-03 11:23:32
PLT000106,PLT-2026-00106,ADM000133,JP10,ARCHIVED,Customer Service dan Retensi Pelanggan - Praktis,Program pendampingan singkat untuk UMKM yang ingin menerapkan customer service dan retensi pelanggan - praktis secara praktis melalui modul bertahap dan unggahan tugas proyek.,Sriyono Ningsih,4,6,0,true,90,4.93,542,https://cdn.umkmtumbuh.local/training/plt000106.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-08-12 13:12:44,false,,2027-02-07 13:12:44,2025-07-24 13:12:44,2025-09-23 13:12:44
PLT000107,PLT-2026-00107,ADM000194,JP11,ONGOING,Operasional Produksi Efisien - Mandiri,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait operasional produksi efisien - mandiri. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Latifah Fitriani,9,8,0,true,60,4.27,954,https://cdn.umkmtumbuh.local/training/plt000107.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-12-08 06:10:11,false,,,2025-11-03 06:10:11,2026-01-15 06:10:11
PLT000108,PLT-2026-00108,ADM000206,JP12,PUBLISHED,Branding UMKM dan Pitching - Batch UMKM,Program pendampingan singkat untuk UMKM yang ingin menerapkan branding umkm dan pitching - batch umkm secara praktis melalui modul bertahap dan unggahan tugas proyek.,Krisna Azarel,8,8,0,true,60,4.33,582,https://cdn.umkmtumbuh.local/training/plt000108.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2026-02-21 17:22:46,false,,,2026-02-04 17:22:46,2026-05-17 17:22:46
PLT000109,PLT-2026-00109,ADM000137,JP01,ONGOING,Pembukuan Praktis untuk UMKM - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan praktis untuk umkm - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Novi Pangestu,5,6,0,true,30,4.48,737,https://cdn.umkmtumbuh.local/training/plt000109.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-04-09 08:15:09,false,,,2025-03-07 08:15:09,2025-05-30 08:15:09
PLT000110,PLT-2026-00110,ADM000002,JP02,ONGOING,Strategi Pemasaran Digital - Praktis,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi strategi pemasaran digital - praktis disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Siti Maryati,10,7,0,true,365,4.54,397,https://cdn.umkmtumbuh.local/training/plt000110.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2024-02-04 14:51:11,false,,,2023-12-31 14:51:11,2024-03-19 14:51:11
PLT000111,PLT-2026-00111,ADM000229,JP03,ARCHIVED,Foto Produk dan Katalog Online - Mandiri,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi foto produk dan katalog online - mandiri disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Yusuf Sutrisno,8,5,0,false,60,4.25,221,https://cdn.umkmtumbuh.local/training/plt000111.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2024-07-29 13:45:50,false,,2025-09-29 13:45:50,2024-07-21 13:45:50,2024-10-18 13:45:50
PLT000112,PLT-2026-00112,ADM000013,JP04,PUBLISHED,Legalitas dan Dokumen Usaha - Intensif,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait legalitas dan dokumen usaha - intensif. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Rizky Prakoso,4,5,0,false,180,4.33,681,https://cdn.umkmtumbuh.local/training/plt000112.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-04-29 16:57:34,false,,,2025-04-12 16:57:34,2025-05-15 16:57:34
PLT000113,PLT-2026-00113,ADM000097,JP05,PUBLISHED,Persiapan Sertifikasi Halal - Batch UMKM,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi persiapan sertifikasi halal - batch umkm disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Maya Lestari,9,7,0,false,365,4.90,335,https://cdn.umkmtumbuh.local/training/plt000113.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2025-12-14 16:39:18,false,,,2025-12-01 16:39:18,2026-02-14 16:39:18
PLT000114,PLT-2026-00114,ADM000229,JP06,PUBLISHED,Pembukuan dan Harga Pokok Produksi - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan dan harga pokok produksi - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Rafi Maulana,5,4,0,true,365,4.30,322,https://cdn.umkmtumbuh.local/training/plt000114.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-09-15 13:50:55,false,,,2025-08-08 13:50:55,2025-10-21 13:50:55
PLT000115,PLT-2026-00115,ADM000237,JP07,PUBLISHED,Optimasi Marketplace - Intensif,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait optimasi marketplace - intensif. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Mila Mulyani,5,4,0,true,180,4.18,788,https://cdn.umkmtumbuh.local/training/plt000115.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-07-19 11:03:13,false,,,2024-07-14 11:03:13,2024-08-15 11:03:13
PLT000116,PLT-2026-00116,ADM000020,JP08,PUBLISHED,Ekspor Pemula untuk Produk Lokal - Batch UMKM,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam ekspor pemula untuk produk lokal - batch umkm. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Rangga Ungu,8,5,0,false,30,4.38,452,https://cdn.umkmtumbuh.local/training/plt000116.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2026-03-10 17:34:42,false,,,2026-02-28 17:34:42,2026-03-18 17:34:42
PLT000117,PLT-2026-00117,ADM000195,JP09,PUBLISHED,Desain Kemasan dan Branding - Intensif,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi desain kemasan dan branding - intensif disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Hanif Subianto,8,8,0,false,180,4.15,525,https://cdn.umkmtumbuh.local/training/plt000117.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-08-19 06:42:30,false,,,2025-07-10 06:42:30,2025-10-14 06:42:30
PLT000118,PLT-2026-00118,ADM000195,JP10,DRAFT,Customer Service dan Retensi Pelanggan - Kelas Proyek,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi customer service dan retensi pelanggan - kelas proyek disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Nisa Ramdani,4,5,0,true,180,,0,https://cdn.umkmtumbuh.local/training/plt000118.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",,false,,,2025-03-21 21:45:29,2025-06-30 21:45:29
PLT000119,PLT-2026-00119,ADM000033,JP11,PUBLISHED,Operasional Produksi Efisien - Praktis,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait operasional produksi efisien - praktis. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Yoeke Wulandari,10,6,0,false,60,4.90,335,https://cdn.umkmtumbuh.local/training/plt000119.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2025-03-10 03:10:26,false,,,2025-01-30 03:10:26,2025-04-30 03:10:26
PLT000120,PLT-2026-00120,ADM000062,JP12,ARCHIVED,Branding UMKM dan Pitching - Batch UMKM,Program pendampingan singkat untuk UMKM yang ingin menerapkan branding umkm dan pitching - batch umkm secara praktis melalui modul bertahap dan unggahan tugas proyek.,Lolo Pawestri,11,7,0,true,180,4.73,374,https://cdn.umkmtumbuh.local/training/plt000120.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-08-16 13:50:12,false,,2026-10-27 13:50:12,2025-07-22 13:50:12,2025-08-29 13:50:12
PLT000121,PLT-2026-00121,ADM000081,JP01,PUBLISHED,Pembukuan Praktis untuk UMKM - Batch UMKM,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam pembukuan praktis untuk umkm - batch umkm. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Najma Wibowo,4,4,0,true,90,4.45,597,https://cdn.umkmtumbuh.local/training/plt000121.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2025-07-01 12:49:39,false,,,2025-05-22 12:49:39,2025-09-02 12:49:39
PLT000122,PLT-2026-00122,ADM000147,JP02,DRAFT,Strategi Pemasaran Digital - Mandiri,Program pendampingan singkat untuk UMKM yang ingin menerapkan strategi pemasaran digital - mandiri secara praktis melalui modul bertahap dan unggahan tugas proyek.,Taufik Rahmawati,4,4,0,true,180,,0,https://cdn.umkmtumbuh.local/training/plt000122.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",,false,,,2025-11-12 02:53:06,2026-01-20 02:53:06
PLT000123,PLT-2026-00123,ADM000061,JP03,ONGOING,Foto Produk dan Katalog Online - Kelas Proyek,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait foto produk dan katalog online - kelas proyek. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Ratna Suryani,11,7,0,true,60,4.63,339,https://cdn.umkmtumbuh.local/training/plt000123.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2024-07-09 22:20:40,false,,,2024-05-30 22:20:40,2024-08-31 22:20:40
PLT000124,PLT-2026-00124,ADM000239,JP04,DRAFT,Legalitas dan Dokumen Usaha - Kelas Proyek,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam legalitas dan dokumen usaha - kelas proyek. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Salma Hapsari,6,6,0,true,90,,0,https://cdn.umkmtumbuh.local/training/plt000124.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",,false,,,2024-11-13 02:40:58,2025-01-08 02:40:58
PLT000125,PLT-2026-00125,ADM000214,JP05,ONGOING,Persiapan Sertifikasi Halal - Batch UMKM,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi persiapan sertifikasi halal - batch umkm disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Sulastri Akmalin,6,6,0,true,60,4.72,140,https://cdn.umkmtumbuh.local/training/plt000125.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-03-17 01:51:22,false,,,2025-02-21 01:51:22,2025-03-25 01:51:22
PLT000126,PLT-2026-00126,ADM000113,JP06,PUBLISHED,Pembukuan dan Harga Pokok Produksi - Intensif,Program pendampingan singkat untuk UMKM yang ingin menerapkan pembukuan dan harga pokok produksi - intensif secara praktis melalui modul bertahap dan unggahan tugas proyek.,Mardiyah Sulistyo,6,6,0,false,365,4.58,463,https://cdn.umkmtumbuh.local/training/plt000126.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2024-06-20 19:14:45,false,,,2024-06-10 19:14:45,2024-07-07 19:14:45
PLT000127,PLT-2026-00127,ADM000013,JP07,ONGOING,Optimasi Marketplace - Praktis,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam optimasi marketplace - praktis. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Suyatno Gunawan,4,4,0,false,365,4.50,363,https://cdn.umkmtumbuh.local/training/plt000127.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-12-30 23:06:24,false,,,2024-12-12 23:06:24,2025-03-21 23:06:24
PLT000128,PLT-2026-00128,ADM000065,JP08,ARCHIVED,Ekspor Pemula untuk Produk Lokal - Batch UMKM,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam ekspor pemula untuk produk lokal - batch umkm. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Puspita Prabawa,10,6,0,false,180,4.61,586,https://cdn.umkmtumbuh.local/training/plt000128.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-07-18 11:20:45,false,,2026-02-09 11:20:45,2024-07-01 11:20:45,2024-09-20 11:20:45
PLT000129,PLT-2026-00129,ADM000030,JP09,ARCHIVED,Desain Kemasan dan Branding - Batch UMKM,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam desain kemasan dan branding - batch umkm. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Anisa Rahman,5,4,0,false,90,4.83,951,https://cdn.umkmtumbuh.local/training/plt000129.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-12-01 15:19:50,false,,2027-05-30 15:19:50,2025-11-10 15:19:50,2025-12-19 15:19:50
PLT000130,PLT-2026-00130,ADM000045,JP10,ONGOING,Customer Service dan Retensi Pelanggan - Terapan,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait customer service dan retensi pelanggan - terapan. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Rina Hidayat,3,5,0,true,180,4.87,882,https://cdn.umkmtumbuh.local/training/plt000130.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-08-28 17:01:21,false,,,2024-07-25 17:01:21,2024-08-30 17:01:21
PLT000131,PLT-2026-00131,ADM000073,JP11,DRAFT,Operasional Produksi Efisien - Pemula,Program pendampingan singkat untuk UMKM yang ingin menerapkan operasional produksi efisien - pemula secara praktis melalui modul bertahap dan unggahan tugas proyek.,Dian Cahyani,10,6,0,true,90,,0,https://cdn.umkmtumbuh.local/training/plt000131.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",,false,,,2024-04-21 02:32:43,2024-06-05 02:32:43
PLT000132,PLT-2026-00132,ADM000093,JP12,ARCHIVED,Branding UMKM dan Pitching - Batch UMKM,Program pendampingan singkat untuk UMKM yang ingin menerapkan branding umkm dan pitching - batch umkm secara praktis melalui modul bertahap dan unggahan tugas proyek.,Bayu Basuki,5,6,0,false,180,4.45,669,https://cdn.umkmtumbuh.local/training/plt000132.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-06-04 11:27:04,false,,2026-02-11 11:27:04,2025-05-29 11:27:04,2025-06-10 11:27:04
PLT000133,PLT-2026-00133,ADM000230,JP01,PUBLISHED,Pembukuan Praktis untuk UMKM - Mandiri,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi pembukuan praktis untuk umkm - mandiri disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Kartika Manggala,5,5,0,true,365,4.79,624,https://cdn.umkmtumbuh.local/training/plt000133.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-09-17 10:42:10,false,,,2024-08-12 10:42:10,2024-12-09 10:42:10
PLT000134,PLT-2026-00134,ADM000179,JP02,PUBLISHED,Strategi Pemasaran Digital - Pemula,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait strategi pemasaran digital - pemula. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Galih Kusuma,11,7,0,false,30,4.19,706,https://cdn.umkmtumbuh.local/training/plt000134.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2024-12-27 17:08:56,false,,,2024-12-20 17:08:56,2024-12-29 17:08:56
PLT000135,PLT-2026-00135,ADM000025,JP03,PUBLISHED,Foto Produk dan Katalog Online - Mandiri,Program pendampingan singkat untuk UMKM yang ingin menerapkan foto produk dan katalog online - mandiri secara praktis melalui modul bertahap dan unggahan tugas proyek.,Miftah Azzahra,10,7,0,false,180,4.20,512,https://cdn.umkmtumbuh.local/training/plt000135.webp,"Peserta merupakan UMKM terdaftar, mengikuti modul sesuai urutan, dan mengunggah tugas proyek dalam format PDF/DOCX/XLSX/PPTX sesuai instruksi.",2025-06-10 20:44:59,false,,,2025-05-10 20:44:59,2025-06-25 20:44:59
PLT000136,PLT-2026-00136,ADM000097,JP04,ONGOING,Legalitas dan Dokumen Usaha - Kelas Proyek,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam legalitas dan dokumen usaha - kelas proyek. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Fauzan Anggraini,3,5,0,true,180,4.69,217,https://cdn.umkmtumbuh.local/training/plt000136.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-07-31 11:08:24,false,,,2025-07-12 11:08:24,2025-09-23 11:08:24
PLT000137,PLT-2026-00137,ADM000097,JP05,PUBLISHED,Persiapan Sertifikasi Halal - Terapan,"Pelatihan gratis dengan pendekatan studi kasus dan proyek. Materi persiapan sertifikasi halal - terapan disusun agar peserta dapat menghasilkan dokumen kerja, portofolio, atau rencana implementasi.",Annisa Wijayanti,6,7,0,false,60,4.68,664,https://cdn.umkmtumbuh.local/training/plt000137.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2026-01-06 15:04:55,false,,,2025-12-02 15:04:55,2026-03-18 15:04:55
PLT000138,PLT-2026-00138,ADM000095,JP06,PUBLISHED,Pembukuan dan Harga Pokok Produksi - Kelas Proyek,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait pembukuan dan harga pokok produksi - kelas proyek. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Lois Handayani,7,6,0,true,90,4.75,327,https://cdn.umkmtumbuh.local/training/plt000138.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-11-10 07:53:23,false,,,2025-10-13 07:53:23,2025-12-14 07:53:23
PLT000139,PLT-2026-00139,ADM000180,JP07,PUBLISHED,Optimasi Marketplace - Terapan,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam optimasi marketplace - terapan. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Satria Wijaya,10,6,0,true,30,4.13,163,https://cdn.umkmtumbuh.local/training/plt000139.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2025-08-21 11:32:49,false,,,2025-07-21 11:32:49,2025-11-15 11:32:49
PLT000140,PLT-2026-00140,ADM000074,JP08,PUBLISHED,Ekspor Pemula untuk Produk Lokal - Intensif,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam ekspor pemula untuk produk lokal - intensif. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Bahlil Amalia,8,5,0,false,60,4.45,784,https://cdn.umkmtumbuh.local/training/plt000140.webp,Sertifikat diterbitkan setelah peserta menyelesaikan modul dan tugas file-upload yang telah direview.,2024-08-26 03:23:02,false,,,2024-08-16 03:23:02,2024-08-29 03:23:02
PLT000141,PLT-2026-00141,ADM000058,JP09,PUBLISHED,Desain Kemasan dan Branding - Pemula,Kelas gratis berbasis praktik untuk memperkuat kemampuan UMKM dalam desain kemasan dan branding - pemula. Setiap peserta diarahkan membuat output yang langsung dapat dipakai pada usahanya.,Rizal Ade,3,4,0,false,30,4.35,279,https://cdn.umkmtumbuh.local/training/plt000141.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2025-01-10 16:39:50,false,,,2024-12-14 16:39:50,2025-01-28 16:39:50
PLT000142,PLT-2026-00142,ADM000167,JP10,PUBLISHED,Customer Service dan Retensi Pelanggan - Praktis,"Program gratis untuk membantu UMKM menyusun proyek nyata terkait customer service dan retensi pelanggan - praktis. Peserta mengunggah tugas berbasis file seperti laporan, template, presentasi, atau dokumen praktik.",Gilang Syakira,9,6,0,false,90,4.37,145,https://cdn.umkmtumbuh.local/training/plt000142.webp,"Peserta wajib memiliki akun aktif, menyelesaikan modul inti, dan mengirimkan file proyek sesuai batas waktu yang ditentukan.",2024-07-27 06:39:45,false,,,2024-06-25 06:39:45,2024-10-08 06:39:45
PLT000143,PLT-2026-00143,ADM000104,JP11,ONGOING,Operasional Produksi Efisien - Mandiri,Program pendampingan singkat untuk UMKM yang ingin menerapkan operasional produksi efisien - mandiri secara praktis melalui modul bertahap dan unggahan tugas proyek.,Ayu Fauziah,12,8,0,false,60,4.43,571,https://cdn.umkmtumbuh.local/training/plt000143.webp,"Peserta disarankan menyiapkan data usaha sederhana, foto produk, dan dokumen pendukung agar output pelatihan lebih aplikatif.",2026-02-17 17:54:31,false,,,2026-01-30 17:54:31,2026-03-07 17:54:31
