modul_id,pelatihan_id,urutan_modul,judul_modul,deskripsi_modul,durasi_menit,materi_url,is_preview,status_aktif,created_at
MOD000327,PLT000056,5,5. Kurasi produk ekspor,Materi praktik tentang kurasi produk ekspor dengan contoh penerapan langsung pada UMKM.,54,https://cdn.umkmtumbuh.local/materi/plt000056/modul-5.pdf,false,true,2024-10-15 15:08:22
MOD000328,PLT000056,6,6. Dokumen ekspor,Modul dokumen ekspor berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,61,https://cdn.umkmtumbuh.local/materi/plt000056/modul-6.pdf,false,true,2024-10-15 15:08:22
MOD000329,PLT000057,1,1. Identitas merek,Pembahasan identitas merek menggunakan studi kasus usaha kecil dan template kerja sederhana.,68,https://cdn.umkmtumbuh.local/materi/plt000057/modul-1.pdf,true,true,2025-12-04 12:35:28
MOD000330,PLT000057,2,2. Label produk,Modul label produk berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,20,https://cdn.umkmtumbuh.local/materi/plt000057/modul-2.pdf,false,true,2025-12-04 12:35:28
MOD000331,PLT000057,3,3. Informasi kemasan,Pembahasan informasi kemasan menggunakan studi kasus usaha kecil dan template kerja sederhana.,27,https://cdn.umkmtumbuh.local/materi/plt000057/modul-3.pdf,false,true,2025-12-04 12:35:28
MOD000332,PLT000057,4,4. Mockup kemasan,Materi praktik tentang mockup kemasan dengan contoh penerapan langsung pada UMKM.,34,https://cdn.umkmtumbuh.local/materi/plt000057/modul-4.pdf,false,true,2025-12-04 12:35:28
MOD000333,PLT000057,5,5. Identitas merek,Materi praktik tentang identitas merek dengan contoh penerapan langsung pada UMKM.,41,https://cdn.umkmtumbuh.local/materi/plt000057/modul-5.pdf,false,true,2025-12-04 12:35:28
MOD000334,PLT000057,6,6. Label produk,Pembahasan label produk menggunakan studi kasus usaha kecil dan template kerja sederhana.,48,https://cdn.umkmtumbuh.local/materi/plt000057/modul-6.pdf,false,true,2025-12-04 12:35:28
MOD000335,PLT000057,7,7. Informasi kemasan,Pembahasan informasi kemasan menggunakan studi kasus usaha kecil dan template kerja sederhana.,55,https://cdn.umkmtumbuh.local/materi/plt000057/modul-7.pdf,false,true,2025-12-04 12:35:28
MOD000336,PLT000058,1,1. SOP respon pelanggan,Modul sop respon pelanggan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,62,https://cdn.umkmtumbuh.local/materi/plt000058/modul-1.pdf,true,true,2025-04-15 16:36:25
MOD000337,PLT000058,2,2. Komplain pelanggan,Materi praktik tentang komplain pelanggan dengan contoh penerapan langsung pada UMKM.,69,https://cdn.umkmtumbuh.local/materi/plt000058/modul-2.pdf,false,true,2025-04-15 16:36:25
MOD000338,PLT000058,3,3. Database pelanggan,Modul database pelanggan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,21,https://cdn.umkmtumbuh.local/materi/plt000058/modul-3.pdf,false,true,2025-04-15 16:36:25
MOD000339,PLT000058,4,4. Program loyalitas,Materi praktik tentang program loyalitas dengan contoh penerapan langsung pada UMKM.,28,https://cdn.umkmtumbuh.local/materi/plt000058/modul-4.pdf,false,true,2025-04-15 16:36:25
MOD000340,PLT000058,5,5. SOP respon pelanggan,Pembahasan sop respon pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,35,https://cdn.umkmtumbuh.local/materi/plt000058/modul-5.pdf,false,true,2025-04-15 16:36:25
MOD000341,PLT000058,6,6. Komplain pelanggan,Pembahasan komplain pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,42,https://cdn.umkmtumbuh.local/materi/plt000058/modul-6.pdf,false,true,2025-04-15 16:36:25
MOD000342,PLT000058,7,7. Database pelanggan,Pembahasan database pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,49,https://cdn.umkmtumbuh.local/materi/plt000058/modul-7.pdf,false,true,2025-04-15 16:36:25
MOD000343,PLT000058,8,8. Program loyalitas,Modul program loyalitas berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,56,https://cdn.umkmtumbuh.local/materi/plt000058/modul-8.pdf,false,true,2025-04-15 16:36:25
MOD000344,PLT000059,1,1. SOP produksi,Pembahasan sop produksi menggunakan studi kasus usaha kecil dan template kerja sederhana.,63,https://cdn.umkmtumbuh.local/materi/plt000059/modul-1.pdf,true,true,2024-06-30 20:57:09
MOD000345,PLT000059,2,2. Kontrol kualitas,Modul kontrol kualitas berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,70,https://cdn.umkmtumbuh.local/materi/plt000059/modul-2.pdf,false,true,2024-06-30 20:57:09
MOD000346,PLT000059,3,3. Stok bahan baku,Modul stok bahan baku berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,22,https://cdn.umkmtumbuh.local/materi/plt000059/modul-3.pdf,false,true,2024-06-30 20:57:09
MOD000347,PLT000059,4,4. Pengurangan waste,Modul pengurangan waste berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,29,https://cdn.umkmtumbuh.local/materi/plt000059/modul-4.pdf,false,true,2024-06-30 20:57:09
MOD000348,PLT000059,5,5. SOP produksi,Modul sop produksi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,36,https://cdn.umkmtumbuh.local/materi/plt000059/modul-5.pdf,false,true,2024-06-30 20:57:09
MOD000349,PLT000059,6,6. Kontrol kualitas,Pembahasan kontrol kualitas menggunakan studi kasus usaha kecil dan template kerja sederhana.,43,https://cdn.umkmtumbuh.local/materi/plt000059/modul-6.pdf,false,true,2024-06-30 20:57:09
MOD000350,PLT000059,7,7. Stok bahan baku,Pembahasan stok bahan baku menggunakan studi kasus usaha kecil dan template kerja sederhana.,50,https://cdn.umkmtumbuh.local/materi/plt000059/modul-7.pdf,false,true,2024-06-30 20:57:09
MOD000351,PLT000060,1,1. Storytelling usaha,Materi praktik tentang storytelling usaha dengan contoh penerapan langsung pada UMKM.,57,https://cdn.umkmtumbuh.local/materi/plt000060/modul-1.pdf,true,true,2024-09-28 08:46:57
MOD000352,PLT000060,2,2. Unique selling point,Pembahasan unique selling point menggunakan studi kasus usaha kecil dan template kerja sederhana.,64,https://cdn.umkmtumbuh.local/materi/plt000060/modul-2.pdf,false,true,2024-09-28 08:46:57
MOD000353,PLT000060,3,3. Pitch deck,Materi praktik tentang pitch deck dengan contoh penerapan langsung pada UMKM.,71,https://cdn.umkmtumbuh.local/materi/plt000060/modul-3.pdf,false,true,2024-09-28 08:46:57
MOD000354,PLT000060,4,4. Simulasi presentasi,Modul simulasi presentasi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,23,https://cdn.umkmtumbuh.local/materi/plt000060/modul-4.pdf,false,true,2024-09-28 08:46:57
MOD000355,PLT000061,1,1. Dasar arus kas,Pembahasan dasar arus kas menggunakan studi kasus usaha kecil dan template kerja sederhana.,30,https://cdn.umkmtumbuh.local/materi/plt000061/modul-1.pdf,true,true,2025-03-29 08:32:13
MOD000356,PLT000061,2,2. Pencatatan transaksi harian,Modul pencatatan transaksi harian berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,37,https://cdn.umkmtumbuh.local/materi/plt000061/modul-2.pdf,false,true,2025-03-29 08:32:13
MOD000357,PLT000061,3,3. Laporan laba rugi sederhana,Modul laporan laba rugi sederhana berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,44,https://cdn.umkmtumbuh.local/materi/plt000061/modul-3.pdf,false,true,2025-03-29 08:32:13
MOD000358,PLT000061,4,4. Evaluasi margin usaha,Pembahasan evaluasi margin usaha menggunakan studi kasus usaha kecil dan template kerja sederhana.,51,https://cdn.umkmtumbuh.local/materi/plt000061/modul-4.pdf,false,true,2025-03-29 08:32:13
MOD000359,PLT000062,1,1. Segmentasi pelanggan,Modul segmentasi pelanggan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,58,https://cdn.umkmtumbuh.local/materi/plt000062/modul-1.pdf,true,true,2026-01-10 23:45:33
MOD000360,PLT000062,2,2. Konten Instagram dan TikTok,Materi praktik tentang konten instagram dan tiktok dengan contoh penerapan langsung pada UMKM.,65,https://cdn.umkmtumbuh.local/materi/plt000062/modul-2.pdf,false,true,2026-01-10 23:45:33
MOD000361,PLT000062,3,3. Kalender promosi,Modul kalender promosi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,72,https://cdn.umkmtumbuh.local/materi/plt000062/modul-3.pdf,false,true,2026-01-10 23:45:33
MOD000362,PLT000062,4,4. Evaluasi metrik kampanye,Pembahasan evaluasi metrik kampanye menggunakan studi kasus usaha kecil dan template kerja sederhana.,24,https://cdn.umkmtumbuh.local/materi/plt000062/modul-4.pdf,false,true,2026-01-10 23:45:33
MOD000363,PLT000062,5,5. Segmentasi pelanggan,Pembahasan segmentasi pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,31,https://cdn.umkmtumbuh.local/materi/plt000062/modul-5.pdf,false,true,2026-01-10 23:45:33
MOD000364,PLT000062,6,6. Konten Instagram dan TikTok,Pembahasan konten instagram dan tiktok menggunakan studi kasus usaha kecil dan template kerja sederhana.,38,https://cdn.umkmtumbuh.local/materi/plt000062/modul-6.pdf,false,true,2026-01-10 23:45:33
MOD000365,PLT000062,7,7. Kalender promosi,Materi praktik tentang kalender promosi dengan contoh penerapan langsung pada UMKM.,45,https://cdn.umkmtumbuh.local/materi/plt000062/modul-7.pdf,false,true,2026-01-10 23:45:33
MOD000366,PLT000062,8,8. Evaluasi metrik kampanye,Pembahasan evaluasi metrik kampanye menggunakan studi kasus usaha kecil dan template kerja sederhana.,52,https://cdn.umkmtumbuh.local/materi/plt000062/modul-8.pdf,false,true,2026-01-10 23:45:33
MOD000367,PLT000063,1,1. Pencahayaan dasar,Pembahasan pencahayaan dasar menggunakan studi kasus usaha kecil dan template kerja sederhana.,59,https://cdn.umkmtumbuh.local/materi/plt000063/modul-1.pdf,true,true,2025-09-12 12:53:24
MOD000368,PLT000063,2,2. Angle foto produk,Pembahasan angle foto produk menggunakan studi kasus usaha kecil dan template kerja sederhana.,66,https://cdn.umkmtumbuh.local/materi/plt000063/modul-2.pdf,false,true,2025-09-12 12:53:24
MOD000369,PLT000063,3,3. Editing ringan,Pembahasan editing ringan menggunakan studi kasus usaha kecil dan template kerja sederhana.,73,https://cdn.umkmtumbuh.local/materi/plt000063/modul-3.pdf,false,true,2025-09-12 12:53:24
MOD000370,PLT000063,4,4. Katalog marketplace,Materi praktik tentang katalog marketplace dengan contoh penerapan langsung pada UMKM.,25,https://cdn.umkmtumbuh.local/materi/plt000063/modul-4.pdf,false,true,2025-09-12 12:53:24
MOD000371,PLT000063,5,5. Pencahayaan dasar,Modul pencahayaan dasar berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,32,https://cdn.umkmtumbuh.local/materi/plt000063/modul-5.pdf,false,true,2025-09-12 12:53:24
MOD000372,PLT000063,6,6. Angle foto produk,Materi praktik tentang angle foto produk dengan contoh penerapan langsung pada UMKM.,39,https://cdn.umkmtumbuh.local/materi/plt000063/modul-6.pdf,false,true,2025-09-12 12:53:24
MOD000373,PLT000063,7,7. Editing ringan,Materi praktik tentang editing ringan dengan contoh penerapan langsung pada UMKM.,46,https://cdn.umkmtumbuh.local/materi/plt000063/modul-7.pdf,false,true,2025-09-12 12:53:24
MOD000374,PLT000063,8,8. Katalog marketplace,Pembahasan katalog marketplace menggunakan studi kasus usaha kecil dan template kerja sederhana.,53,https://cdn.umkmtumbuh.local/materi/plt000063/modul-8.pdf,false,true,2025-09-12 12:53:24
MOD000375,PLT000064,1,1. NIB dan OSS,Pembahasan nib dan oss menggunakan studi kasus usaha kecil dan template kerja sederhana.,60,https://cdn.umkmtumbuh.local/materi/plt000064/modul-1.pdf,true,true,2026-03-23 12:44:43
MOD000376,PLT000064,2,2. NPWP usaha,Pembahasan npwp usaha menggunakan studi kasus usaha kecil dan template kerja sederhana.,67,https://cdn.umkmtumbuh.local/materi/plt000064/modul-2.pdf,false,true,2026-03-23 12:44:43
MOD000377,PLT000064,3,3. Merek dagang,Pembahasan merek dagang menggunakan studi kasus usaha kecil dan template kerja sederhana.,74,https://cdn.umkmtumbuh.local/materi/plt000064/modul-3.pdf,false,true,2026-03-23 12:44:43
MOD000378,PLT000064,4,4. Dokumen administrasi,Materi praktik tentang dokumen administrasi dengan contoh penerapan langsung pada UMKM.,26,https://cdn.umkmtumbuh.local/materi/plt000064/modul-4.pdf,false,true,2026-03-23 12:44:43
MOD000379,PLT000064,5,5. NIB dan OSS,Pembahasan nib dan oss menggunakan studi kasus usaha kecil dan template kerja sederhana.,33,https://cdn.umkmtumbuh.local/materi/plt000064/modul-5.pdf,false,true,2026-03-23 12:44:43
MOD000380,PLT000065,1,1. Kebijakan halal,Modul kebijakan halal berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,40,https://cdn.umkmtumbuh.local/materi/plt000065/modul-1.pdf,true,true,2024-05-05 08:23:15
MOD000381,PLT000065,2,2. Alur produksi,Pembahasan alur produksi menggunakan studi kasus usaha kecil dan template kerja sederhana.,47,https://cdn.umkmtumbuh.local/materi/plt000065/modul-2.pdf,false,true,2024-05-05 08:23:15
MOD000382,PLT000065,3,3. Bahan dan pemasok,Modul bahan dan pemasok berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,54,https://cdn.umkmtumbuh.local/materi/plt000065/modul-3.pdf,false,true,2024-05-05 08:23:15
MOD000383,PLT000065,4,4. Dokumen SJPH,Materi praktik tentang dokumen sjph dengan contoh penerapan langsung pada UMKM.,61,https://cdn.umkmtumbuh.local/materi/plt000065/modul-4.pdf,false,true,2024-05-05 08:23:15
MOD000384,PLT000066,1,1. Biaya bahan baku,Modul biaya bahan baku berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,68,https://cdn.umkmtumbuh.local/materi/plt000066/modul-1.pdf,true,true,2024-09-25 13:16:28
MOD000385,PLT000066,2,2. Biaya tenaga kerja,Materi praktik tentang biaya tenaga kerja dengan contoh penerapan langsung pada UMKM.,20,https://cdn.umkmtumbuh.local/materi/plt000066/modul-2.pdf,false,true,2024-09-25 13:16:28
MOD000386,PLT000066,3,3. Overhead,Materi praktik tentang overhead dengan contoh penerapan langsung pada UMKM.,27,https://cdn.umkmtumbuh.local/materi/plt000066/modul-3.pdf,false,true,2024-09-25 13:16:28
MOD000387,PLT000066,4,4. Penentuan harga jual,Pembahasan penentuan harga jual menggunakan studi kasus usaha kecil dan template kerja sederhana.,34,https://cdn.umkmtumbuh.local/materi/plt000066/modul-4.pdf,false,true,2024-09-25 13:16:28
MOD000388,PLT000067,1,1. Judul produk,Pembahasan judul produk menggunakan studi kasus usaha kecil dan template kerja sederhana.,41,https://cdn.umkmtumbuh.local/materi/plt000067/modul-1.pdf,true,false,2024-10-23 22:32:20
MOD000389,PLT000067,2,2. Deskripsi SEO,Modul deskripsi seo berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,48,https://cdn.umkmtumbuh.local/materi/plt000067/modul-2.pdf,false,false,2024-10-23 22:32:20
MOD000390,PLT000067,3,3. Voucher dan promosi,Modul voucher dan promosi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,55,https://cdn.umkmtumbuh.local/materi/plt000067/modul-3.pdf,false,false,2024-10-23 22:32:20
MOD000391,PLT000067,4,4. Manajemen rating,Materi praktik tentang manajemen rating dengan contoh penerapan langsung pada UMKM.,62,https://cdn.umkmtumbuh.local/materi/plt000067/modul-4.pdf,false,false,2024-10-23 22:32:20
MOD000392,PLT000067,5,5. Judul produk,Modul judul produk berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,69,https://cdn.umkmtumbuh.local/materi/plt000067/modul-5.pdf,false,false,2024-10-23 22:32:20
MOD000393,PLT000067,6,6. Deskripsi SEO,Materi praktik tentang deskripsi seo dengan contoh penerapan langsung pada UMKM.,21,https://cdn.umkmtumbuh.local/materi/plt000067/modul-6.pdf,false,false,2024-10-23 22:32:20
MOD000394,PLT000067,7,7. Voucher dan promosi,Materi praktik tentang voucher dan promosi dengan contoh penerapan langsung pada UMKM.,28,https://cdn.umkmtumbuh.local/materi/plt000067/modul-7.pdf,false,false,2024-10-23 22:32:20
MOD000395,PLT000068,1,1. Kurasi produk ekspor,Modul kurasi produk ekspor berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,35,https://cdn.umkmtumbuh.local/materi/plt000068/modul-1.pdf,true,true,2024-08-25 14:54:31
MOD000396,PLT000068,2,2. Dokumen ekspor,Pembahasan dokumen ekspor menggunakan studi kasus usaha kecil dan template kerja sederhana.,42,https://cdn.umkmtumbuh.local/materi/plt000068/modul-2.pdf,false,true,2024-08-25 14:54:31
MOD000397,PLT000068,3,3. Kemasan pengiriman,Pembahasan kemasan pengiriman menggunakan studi kasus usaha kecil dan template kerja sederhana.,49,https://cdn.umkmtumbuh.local/materi/plt000068/modul-3.pdf,false,true,2024-08-25 14:54:31
MOD000398,PLT000068,4,4. Riset negara tujuan,Modul riset negara tujuan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,56,https://cdn.umkmtumbuh.local/materi/plt000068/modul-4.pdf,false,true,2024-08-25 14:54:31
MOD000399,PLT000068,5,5. Kurasi produk ekspor,Materi praktik tentang kurasi produk ekspor dengan contoh penerapan langsung pada UMKM.,63,https://cdn.umkmtumbuh.local/materi/plt000068/modul-5.pdf,false,true,2024-08-25 14:54:31
MOD000400,PLT000068,6,6. Dokumen ekspor,Materi praktik tentang dokumen ekspor dengan contoh penerapan langsung pada UMKM.,70,https://cdn.umkmtumbuh.local/materi/plt000068/modul-6.pdf,false,true,2024-08-25 14:54:31
MOD000401,PLT000068,7,7. Kemasan pengiriman,Modul kemasan pengiriman berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,22,https://cdn.umkmtumbuh.local/materi/plt000068/modul-7.pdf,false,true,2024-08-25 14:54:31
MOD000402,PLT000068,8,8. Riset negara tujuan,Modul riset negara tujuan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,29,https://cdn.umkmtumbuh.local/materi/plt000068/modul-8.pdf,false,true,2024-08-25 14:54:31
MOD000403,PLT000069,1,1. Identitas merek,Pembahasan identitas merek menggunakan studi kasus usaha kecil dan template kerja sederhana.,36,https://cdn.umkmtumbuh.local/materi/plt000069/modul-1.pdf,true,true,2025-10-30 07:45:08
MOD000404,PLT000069,2,2. Label produk,Modul label produk berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,43,https://cdn.umkmtumbuh.local/materi/plt000069/modul-2.pdf,false,true,2025-10-30 07:45:08
MOD000405,PLT000069,3,3. Informasi kemasan,Materi praktik tentang informasi kemasan dengan contoh penerapan langsung pada UMKM.,50,https://cdn.umkmtumbuh.local/materi/plt000069/modul-3.pdf,false,true,2025-10-30 07:45:08
MOD000406,PLT000069,4,4. Mockup kemasan,Modul mockup kemasan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,57,https://cdn.umkmtumbuh.local/materi/plt000069/modul-4.pdf,false,true,2025-10-30 07:45:08
MOD000407,PLT000069,5,5. Identitas merek,Materi praktik tentang identitas merek dengan contoh penerapan langsung pada UMKM.,64,https://cdn.umkmtumbuh.local/materi/plt000069/modul-5.pdf,false,true,2025-10-30 07:45:08
MOD000408,PLT000069,6,6. Label produk,Pembahasan label produk menggunakan studi kasus usaha kecil dan template kerja sederhana.,71,https://cdn.umkmtumbuh.local/materi/plt000069/modul-6.pdf,false,true,2025-10-30 07:45:08
MOD000409,PLT000069,7,7. Informasi kemasan,Pembahasan informasi kemasan menggunakan studi kasus usaha kecil dan template kerja sederhana.,23,https://cdn.umkmtumbuh.local/materi/plt000069/modul-7.pdf,false,true,2025-10-30 07:45:08
MOD000410,PLT000070,1,1. SOP respon pelanggan,Materi praktik tentang sop respon pelanggan dengan contoh penerapan langsung pada UMKM.,30,https://cdn.umkmtumbuh.local/materi/plt000070/modul-1.pdf,true,true,2025-08-16 02:00:58
MOD000411,PLT000070,2,2. Komplain pelanggan,Materi praktik tentang komplain pelanggan dengan contoh penerapan langsung pada UMKM.,37,https://cdn.umkmtumbuh.local/materi/plt000070/modul-2.pdf,false,true,2025-08-16 02:00:58
MOD000412,PLT000070,3,3. Database pelanggan,Modul database pelanggan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,44,https://cdn.umkmtumbuh.local/materi/plt000070/modul-3.pdf,false,true,2025-08-16 02:00:58
MOD000413,PLT000070,4,4. Program loyalitas,Pembahasan program loyalitas menggunakan studi kasus usaha kecil dan template kerja sederhana.,51,https://cdn.umkmtumbuh.local/materi/plt000070/modul-4.pdf,false,true,2025-08-16 02:00:58
MOD000414,PLT000071,1,1. SOP produksi,Modul sop produksi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,58,https://cdn.umkmtumbuh.local/materi/plt000071/modul-1.pdf,true,true,2024-10-18 21:44:46
MOD000415,PLT000071,2,2. Kontrol kualitas,Modul kontrol kualitas berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,65,https://cdn.umkmtumbuh.local/materi/plt000071/modul-2.pdf,false,true,2024-10-18 21:44:46
MOD000416,PLT000071,3,3. Stok bahan baku,Materi praktik tentang stok bahan baku dengan contoh penerapan langsung pada UMKM.,72,https://cdn.umkmtumbuh.local/materi/plt000071/modul-3.pdf,false,true,2024-10-18 21:44:46
MOD000417,PLT000071,4,4. Pengurangan waste,Pembahasan pengurangan waste menggunakan studi kasus usaha kecil dan template kerja sederhana.,24,https://cdn.umkmtumbuh.local/materi/plt000071/modul-4.pdf,false,true,2024-10-18 21:44:46
MOD000418,PLT000071,5,5. SOP produksi,Modul sop produksi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,31,https://cdn.umkmtumbuh.local/materi/plt000071/modul-5.pdf,false,true,2024-10-18 21:44:46
MOD000419,PLT000071,6,6. Kontrol kualitas,Materi praktik tentang kontrol kualitas dengan contoh penerapan langsung pada UMKM.,38,https://cdn.umkmtumbuh.local/materi/plt000071/modul-6.pdf,false,true,2024-10-18 21:44:46
MOD000420,PLT000071,7,7. Stok bahan baku,Materi praktik tentang stok bahan baku dengan contoh penerapan langsung pada UMKM.,45,https://cdn.umkmtumbuh.local/materi/plt000071/modul-7.pdf,false,true,2024-10-18 21:44:46
MOD000421,PLT000072,1,1. Storytelling usaha,Materi praktik tentang storytelling usaha dengan contoh penerapan langsung pada UMKM.,52,https://cdn.umkmtumbuh.local/materi/plt000072/modul-1.pdf,true,true,2025-03-23 04:53:30
MOD000422,PLT000072,2,2. Unique selling point,Modul unique selling point berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,59,https://cdn.umkmtumbuh.local/materi/plt000072/modul-2.pdf,false,true,2025-03-23 04:53:30
MOD000423,PLT000072,3,3. Pitch deck,Modul pitch deck berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,66,https://cdn.umkmtumbuh.local/materi/plt000072/modul-3.pdf,false,true,2025-03-23 04:53:30
MOD000424,PLT000072,4,4. Simulasi presentasi,Modul simulasi presentasi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,73,https://cdn.umkmtumbuh.local/materi/plt000072/modul-4.pdf,false,true,2025-03-23 04:53:30
MOD000425,PLT000072,5,5. Storytelling usaha,Modul storytelling usaha berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,25,https://cdn.umkmtumbuh.local/materi/plt000072/modul-5.pdf,false,true,2025-03-23 04:53:30
MOD000426,PLT000073,1,1. Dasar arus kas,Pembahasan dasar arus kas menggunakan studi kasus usaha kecil dan template kerja sederhana.,32,https://cdn.umkmtumbuh.local/materi/plt000073/modul-1.pdf,true,true,2024-11-21 09:19:45
MOD000427,PLT000073,2,2. Pencatatan transaksi harian,Pembahasan pencatatan transaksi harian menggunakan studi kasus usaha kecil dan template kerja sederhana.,39,https://cdn.umkmtumbuh.local/materi/plt000073/modul-2.pdf,false,true,2024-11-21 09:19:45
MOD000428,PLT000073,3,3. Laporan laba rugi sederhana,Modul laporan laba rugi sederhana berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,46,https://cdn.umkmtumbuh.local/materi/plt000073/modul-3.pdf,false,true,2024-11-21 09:19:45
MOD000429,PLT000073,4,4. Evaluasi margin usaha,Pembahasan evaluasi margin usaha menggunakan studi kasus usaha kecil dan template kerja sederhana.,53,https://cdn.umkmtumbuh.local/materi/plt000073/modul-4.pdf,false,true,2024-11-21 09:19:45
MOD000430,PLT000073,5,5. Dasar arus kas,Materi praktik tentang dasar arus kas dengan contoh penerapan langsung pada UMKM.,60,https://cdn.umkmtumbuh.local/materi/plt000073/modul-5.pdf,false,true,2024-11-21 09:19:45
MOD000431,PLT000074,1,1. Segmentasi pelanggan,Pembahasan segmentasi pelanggan menggunakan studi kasus usaha kecil dan template kerja sederhana.,67,https://cdn.umkmtumbuh.local/materi/plt000074/modul-1.pdf,true,true,2025-02-11 05:02:06
MOD000432,PLT000074,2,2. Konten Instagram dan TikTok,Pembahasan konten instagram dan tiktok menggunakan studi kasus usaha kecil dan template kerja sederhana.,74,https://cdn.umkmtumbuh.local/materi/plt000074/modul-2.pdf,false,true,2025-02-11 05:02:06
MOD000433,PLT000074,3,3. Kalender promosi,Modul kalender promosi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,26,https://cdn.umkmtumbuh.local/materi/plt000074/modul-3.pdf,false,true,2025-02-11 05:02:06
MOD000434,PLT000074,4,4. Evaluasi metrik kampanye,Modul evaluasi metrik kampanye berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,33,https://cdn.umkmtumbuh.local/materi/plt000074/modul-4.pdf,false,true,2025-02-11 05:02:06
MOD000435,PLT000074,5,5. Segmentasi pelanggan,Materi praktik tentang segmentasi pelanggan dengan contoh penerapan langsung pada UMKM.,40,https://cdn.umkmtumbuh.local/materi/plt000074/modul-5.pdf,false,true,2025-02-11 05:02:06
MOD000436,PLT000074,6,6. Konten Instagram dan TikTok,Modul konten instagram dan tiktok berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,47,https://cdn.umkmtumbuh.local/materi/plt000074/modul-6.pdf,false,true,2025-02-11 05:02:06
MOD000437,PLT000074,7,7. Kalender promosi,Modul kalender promosi berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,54,https://cdn.umkmtumbuh.local/materi/plt000074/modul-7.pdf,false,true,2025-02-11 05:02:06
MOD000438,PLT000074,8,8. Evaluasi metrik kampanye,Materi praktik tentang evaluasi metrik kampanye dengan contoh penerapan langsung pada UMKM.,61,https://cdn.umkmtumbuh.local/materi/plt000074/modul-8.pdf,false,true,2025-02-11 05:02:06
MOD000439,PLT000075,1,1. Pencahayaan dasar,Modul pencahayaan dasar berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,68,https://cdn.umkmtumbuh.local/materi/plt000075/modul-1.pdf,true,true,2025-02-05 07:02:45
MOD000440,PLT000075,2,2. Angle foto produk,Modul angle foto produk berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,20,https://cdn.umkmtumbuh.local/materi/plt000075/modul-2.pdf,false,true,2025-02-05 07:02:45
MOD000441,PLT000075,3,3. Editing ringan,Modul editing ringan berisi panduan langkah demi langkah dan contoh output yang bisa diadaptasi peserta.,27,https://cdn.umkmtumbuh.local/materi/plt000075/modul-3.pdf,false,true,2025-02-05 07:02:45
