umkm_id,kode_umkm,pelaku_umkm_id,diverifikasi_oleh_admin_id,lokasi_id,jenis_umkm_id,skala_usaha_id,kategori_usaha_id,status_umkm_id,nama_umkm,nib,deskripsi_usaha,produk_utama,tahun_berdiri,nomor_whatsapp,email_bisnis,jam_operasional,media_sosial_marketplace,logo_url,foto_cover_url,status_verified,tanggal_terdaftar,is_deleted,deleted_at,archived_at,created_at,updated_at
UMK000921,UMKM-2026-000921,PLK000921,ADM000114,LOK005474,DIGITAL,MIKRO,KATU08,AKTIF,Rumah Produksi Batik Lestari Desain,2198548698944,"Rumah Produksi Batik Lestari Desain bergerak di bidang digital dengan produk utama Desain Banner Online. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Desain Banner Online,2014,08222059194,sales.rumah-produksi-batik-lestari-desain@icloud.com,By appointment melalui WhatsApp,LinkedIn;Website katalog,https://cdn.umkmtumbuh.local/logo/umk000921.webp,https://cdn.umkmtumbuh.local/cover/umk000921.webp,true,2025-11-12,false,,,2025-11-12 04:11:58,2026-02-19 04:11:58
UMK000922,UMKM-2026-000922,PLK000922,ADM000092,LOK005487,KECANTIKAN,KECIL,KATU06,AKTIF,Sanggar Tempe Murni Face,,Sanggar Tempe Murni Face menjalankan usaha kecantikan berbasis pesanan dan penjualan rutin. Produk unggulan Face Mist Mawar dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Face Mist Mawar,2023,08531994907,admin.sanggar-tempe-murni-face@icloud.com,Senin-Sabtu 07.30-16.30,Shopee;Tokopedia;Instagram,https://cdn.umkmtumbuh.local/logo/umk000922.webp,https://cdn.umkmtumbuh.local/cover/umk000922.webp,true,2024-03-20,false,,,2024-03-20 04:46:58,2024-06-19 04:46:58
UMK000923,UMKM-2026-000923,PLK000923,ADM000039,LOK005500,PERDAGANGAN,MIKRO,KATU11,AKTIF,Lapak Pasar Rakyat Produk,1221750879881,"Lapak Pasar Rakyat Produk memproduksi dan memasarkan Produk Konsinyasi Lokal untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Produk Konsinyasi Lokal,2021,081325399585,lapak-pasar-rakyat-produk923@gmail.com,Produksi 08.00-15.00; pemesanan online 24 jam,Facebook Marketplace,https://cdn.umkmtumbuh.local/logo/umk000923.webp,https://cdn.umkmtumbuh.local/cover/umk000923.webp,true,2024-06-06,false,,,2024-06-06 18:22:56,2024-07-27 18:22:56
UMK000924,UMKM-2026-000924,PLK000924,ADM000055,LOK005513,AGRIBISNIS,MIKRO,KATU04,AKTIF,Studio Sejahtera Gula,2128351758253,"Studio Sejahtera Gula bergerak di bidang agribisnis dengan produk utama Gula Aren. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Gula Aren,2014,088847900783,usaha-studio-sejahtera-gula@icloud.com,Setiap hari 08.00-21.00,Instagram,https://cdn.umkmtumbuh.local/logo/umk000924.webp,https://cdn.umkmtumbuh.local/cover/umk000924.webp,true,2024-04-02,false,,,2024-04-02 21:29:35,2024-04-25 21:29:35
UMK000925,UMKM-2026-000925,PLK000925,ADM000104,LOK005526,PERDAGANGAN,MIKRO,KATU11,AKTIF,Pawon Kopi Kartasura Paket,,"Pawon Kopi Kartasura Paket memproduksi dan memasarkan Paket Sembako untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Paket Sembako,2023,089635932201,pawon-kopi-kartasura-paket925@yahoo.co.id,Selasa-Minggu 09.00-20.00,ShopeeFood;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000925.webp,https://cdn.umkmtumbuh.local/cover/umk000925.webp,true,2025-02-07,false,,,2025-02-07 01:35:40,2025-03-17 01:35:40
UMK000926,UMKM-2026-000926,PLK000926,ADM000207,LOK005539,DIGITAL,MIKRO,KATU08,AKTIF,Dapur Snack Ceria Video,1348201679153,"Dapur Snack Ceria Video bergerak di bidang digital dengan produk utama Video Promosi. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Video Promosi,2021,085737715925,usaha.dapur-snack-ceria-video@icloud.com,Senin-Sabtu 10.00-18.00,Instagram;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000926.webp,https://cdn.umkmtumbuh.local/cover/umk000926.webp,true,2025-11-20,false,,,2025-11-20 06:28:20,2026-01-07 06:28:20
UMK000927,UMKM-2026-000927,PLK000927,ADM000074,LOK005552,AGRIBISNIS,KECIL,KATU04,AKTIF,Koperasi Oleh-Oleh Solo Jahe,1861224001316,"Koperasi Oleh-Oleh Solo Jahe merupakan UMKM agribisnis yang mengembangkan Jahe Merah Instan. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Jahe Merah Instan,2020,0851435492348,info.koperasi-oleh-oleh-solo-jahe@yahoo.co.id,Setiap hari 10.00-22.00,Google Business Profile;Instagram,https://cdn.umkmtumbuh.local/logo/umk000927.webp,https://cdn.umkmtumbuh.local/cover/umk000927.webp,true,2025-07-04,false,,,2025-07-04 09:58:43,2025-08-02 09:58:43
UMK000928,UMKM-2026-000928,PLK000928,ADM000172,LOK005565,KULINER,MIKRO,KATU01,AKTIF,Depot Kue Tradisi Krupuk,1271792881396,"Depot Kue Tradisi Krupuk bergerak di bidang kuliner dengan produk utama Krupuk Ikan. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Krupuk Ikan,2021,088883770245,depot-kue-tradisi-krupuk.kemitraan@umkm.id,Senin-Sabtu 06.30-16.00,ShopeeFood;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000928.webp,https://cdn.umkmtumbuh.local/cover/umk000928.webp,true,2024-08-04,false,,,2024-08-04 23:40:03,2024-11-06 23:40:03
UMK000929,UMKM-2026-000929,PLK000929,ADM000158,LOK005578,FASHION,MIKRO,KATU02,AKTIF,Galeri Pasar Rakyat Seragam,,"Galeri Pasar Rakyat Seragam merupakan UMKM fashion yang mengembangkan Seragam Komunitas. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Seragam Komunitas,2017,082337230070,galeri-pasar-rakyat-seragam.admin@outlook.com,Senin-Sabtu 07.30-16.30,Instagram;Shopee;TikTok Shop,https://cdn.umkmtumbuh.local/logo/umk000929.webp,https://cdn.umkmtumbuh.local/cover/umk000929.webp,true,2024-06-21,false,,,2024-06-21 05:01:39,2024-08-07 05:01:39
UMK000930,UMKM-2026-000930,PLK000930,ADM000187,LOK005591,KECANTIKAN,MIKRO,KATU06,AKTIF,Workshop Rasa Nusantara Sabun,3391853827122,"Workshop Rasa Nusantara Sabun merupakan UMKM kecantikan yang mengembangkan Sabun Herbal. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Sabun Herbal,2021,081320713054,kemitraan-workshop-rasa-nusantara-sabun@umkm.id,By appointment melalui WhatsApp,Instagram;Shopee;TikTok Shop,https://cdn.umkmtumbuh.local/logo/umk000930.webp,https://cdn.umkmtumbuh.local/cover/umk000930.webp,true,2026-05-06,false,,,2026-05-06 05:32:04,2026-05-23 05:32:04
UMK000931,UMKM-2026-000931,PLK000931,ADM000045,LOK005604,FASHION,MIKRO,KATU02,AKTIF,Kedai Kopi Kartasura Dress,,"Kedai Kopi Kartasura Dress adalah usaha keluarga di sektor fashion. Produk utama Dress Casual dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Dress Casual,2021,085899199746,kedai-kopi-kartasura-dress.admin@yahoo.co.id,Senin-Jumat 09.00-17.00; Sabtu 09.00-13.00,WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000931.webp,https://cdn.umkmtumbuh.local/cover/umk000931.webp,true,2024-03-23,false,,,2024-03-23 21:43:32,2024-03-25 21:43:32
UMK000932,UMKM-2026-000932,PLK000932,ADM000020,LOK005617,JASA,KECIL,KATU05,AKTIF,Toko Batik Lestari Jasa,3109141407675,"Toko Batik Lestari Jasa memproduksi dan memasarkan Jasa Admin Marketplace untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Jasa Admin Marketplace,2023,08511900020,toko-batik-lestari-jasa.usaha@yahoo.co.id,Senin-Jumat 08.00-16.00,Tokopedia;Website katalog,https://cdn.umkmtumbuh.local/logo/umk000932.webp,https://cdn.umkmtumbuh.local/cover/umk000932.webp,true,2025-06-17,false,,,2025-06-17 08:22:44,2025-09-04 08:22:44
UMK000933,UMKM-2026-000933,PLK000933,ADM000235,LOK005630,AGRIBISNIS,MIKRO,KATU04,AKTIF,Rumah Kemasan Susu Segar Kopi,1421555769301,"Rumah Kemasan Susu Segar Kopi memproduksi dan memasarkan Kopi Robusta untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Kopi Robusta,2013,08222663899,cs-rumah-kemasan-susu-segar-kopi@gmail.com,Setiap hari 08.00-21.00,Instagram;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000933.webp,https://cdn.umkmtumbuh.local/cover/umk000933.webp,true,2026-03-12,false,,,2026-03-12 00:30:23,2026-07-03 00:30:23
UMK000934,UMKM-2026-000934,PLK000934,ADM000129,LOK005643,JASA,KECIL,KATU05,AKTIF,Sentra Rempah Nusantara Jasa,9130503059762,Sentra Rempah Nusantara Jasa menjalankan usaha jasa berbasis pesanan dan penjualan rutin. Produk unggulan Jasa Reparasi Tas dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Jasa Reparasi Tas,2021,085579473954,sentra-rempah-nusantara-jasa.kemitraan@yahoo.co.id,Senin-Jumat 09.00-17.00; Sabtu 09.00-13.00,Instagram,https://cdn.umkmtumbuh.local/logo/umk000934.webp,https://cdn.umkmtumbuh.local/cover/umk000934.webp,true,2025-11-09,false,,,2025-11-09 07:12:06,2026-02-04 07:12:06
UMK000935,UMKM-2026-000935,PLK000935,ADM000208,LOK005656,JASA,MIKRO,KATU05,AKTIF,Kios Bumi Pangan Desain,,"Kios Bumi Pangan Desain memproduksi dan memasarkan Desain Label Produk untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Desain Label Produk,2016,089974275849,kios-bumi-pangan-desain.order@umkm.id,Selasa-Minggu 09.00-20.00,Shopee;Tokopedia,https://cdn.umkmtumbuh.local/logo/umk000935.webp,https://cdn.umkmtumbuh.local/cover/umk000935.webp,true,2026-03-29,false,,,2026-03-29 02:56:03,2026-04-12 02:56:03
UMK000936,UMKM-2026-000936,PLK000936,ADM000112,LOK005669,FASHION,MIKRO,KATU02,AKTIF,Warung Kriya Indah Dompet,2154057551360,"Warung Kriya Indah Dompet merupakan UMKM fashion yang mengembangkan Dompet Kulit. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Dompet Kulit,2012,085655801075,kemitraan36.warung-kriya-indah-dompet@mail.com,Toko 09.00-18.00; online 24 jam,GrabFood;GoFood,https://cdn.umkmtumbuh.local/logo/umk000936.webp,https://cdn.umkmtumbuh.local/cover/umk000936.webp,true,2025-04-06,false,,,2025-04-06 04:44:37,2025-05-17 04:44:37
UMK000937,UMKM-2026-000937,PLK000937,ADM000245,LOK005682,KULINER,MIKRO,KATU01,AKTIF,Bengkel Digital Kreatif Wedang,2155501077246,"Bengkel Digital Kreatif Wedang adalah usaha keluarga di sektor kuliner. Produk utama Wedang Uwuh dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Wedang Uwuh,2015,081149582064,halo.bengkel-digital-kreatif-wedang@mail.com,Produksi 08.00-15.00; pemesanan online 24 jam,Tokopedia;Website katalog,https://cdn.umkmtumbuh.local/logo/umk000937.webp,https://cdn.umkmtumbuh.local/cover/umk000937.webp,true,2024-07-02,false,,,2024-07-02 08:53:06,2024-09-27 08:53:06
UMK000938,UMKM-2026-000938,PLK000938,ADM000125,LOK005695,PERDAGANGAN,MIKRO,KATU11,AKTIF,Karya Susu Segar Produk,2172707251282,"Karya Susu Segar Produk memproduksi dan memasarkan Produk Konsinyasi Lokal untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Produk Konsinyasi Lokal,2025,08121338735,usaha38.karya-susu-segar-produk@gmail.com,Toko 09.00-18.00; online 24 jam,WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000938.webp,https://cdn.umkmtumbuh.local/cover/umk000938.webp,true,2024-08-05,false,,,2024-08-05 22:37:07,2024-11-28 22:37:07
UMK000939,UMKM-2026-000939,PLK000939,ADM000020,LOK005708,PERDAGANGAN,MIKRO,KATU11,AKTIF,Rumah Produksi Berkah Paket,3382158610545,"Rumah Produksi Berkah Paket adalah usaha keluarga di sektor ritel. Produk utama Paket Snack Kantor dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Paket Snack Kantor,2019,08774966655,info-rumah-produksi-berkah-paket@gmail.com,Setiap hari 08.00-21.00,ShopeeFood;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000939.webp,https://cdn.umkmtumbuh.local/cover/umk000939.webp,true,2026-01-13,false,,,2026-01-13 00:43:29,2026-04-19 00:43:29
UMK000940,UMKM-2026-000940,PLK000940,ADM000029,LOK005721,JASA,MIKRO,KATU05,AKTIF,Sanggar Pasar Rakyat Jasa,,"Sanggar Pasar Rakyat Jasa merupakan UMKM jasa yang mengembangkan Jasa Reparasi Tas. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Jasa Reparasi Tas,2020,088277279434,sanggar-pasar-rakyat-jasa940@gmail.com,Senin-Jumat 08.00-16.00,ShopeeFood;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000940.webp,https://cdn.umkmtumbuh.local/cover/umk000940.webp,true,2024-05-02,false,,,2024-05-02 04:12:36,2024-08-30 04:12:36
UMK000941,UMKM-2026-000941,PLK000941,ADM000050,LOK005734,FASHION,MIKRO,KATU02,AKTIF,Lapak Rasa Nusantara Tas,2200376335721,"Lapak Rasa Nusantara Tas memproduksi dan memasarkan Tas Rajut untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Tas Rajut,2016,08996585036,halo-lapak-rasa-nusantara-tas@icloud.com,Senin-Jumat 08.00-16.00,WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000941.webp,https://cdn.umkmtumbuh.local/cover/umk000941.webp,true,2025-03-17,false,,,2025-03-17 18:31:46,2025-06-24 18:31:46
UMK000942,UMKM-2026-000942,PLK000942,ADM000104,LOK005747,AGRIBISNIS,KECIL,KATU04,AKTIF,Studio Roti Hangat Keripik,2208822268057,"Studio Roti Hangat Keripik memproduksi dan memasarkan Keripik Pisang untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Keripik Pisang,2023,089586445102,usaha.studio-roti-hangat-keripik@umkm.id,Toko 09.00-18.00; online 24 jam,Tokopedia;Website katalog,https://cdn.umkmtumbuh.local/logo/umk000942.webp,https://cdn.umkmtumbuh.local/cover/umk000942.webp,true,2024-01-15,false,,,2024-01-15 02:51:30,2024-03-29 02:51:30
UMK000943,UMKM-2026-000943,PLK000943,,LOK005760,AGRIBISNIS,MIKRO,KATU04,MENUNGGU_VERIFIKASI,Pawon Kue Tradisi Susu,9122550935127,"Pawon Kue Tradisi Susu merupakan UMKM agribisnis yang mengembangkan Susu Kambing Bubuk. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Susu Kambing Bubuk,2025,082232504663,usaha.pawon-kue-tradisi-susu@icloud.com,Selasa-Minggu 09.00-20.00,Belum aktif online,https://cdn.umkmtumbuh.local/logo/umk000943.webp,https://cdn.umkmtumbuh.local/cover/umk000943.webp,false,2026-05-13,false,,,2026-05-13 20:00:50,2026-09-06 20:00:50
UMK000944,UMKM-2026-000944,PLK000944,ADM000058,LOK005773,FASHION,MIKRO,KATU02,AKTIF,Dapur Susu Segar Dress,1332298097402,"Dapur Susu Segar Dress merupakan UMKM fashion yang mengembangkan Dress Casual. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Dress Casual,2014,08582333521,kontak.dapur-susu-segar-dress@mail.com,By appointment melalui WhatsApp,Facebook Marketplace,https://cdn.umkmtumbuh.local/logo/umk000944.webp,https://cdn.umkmtumbuh.local/cover/umk000944.webp,true,2024-09-20,false,,,2024-09-20 17:02:15,2024-12-22 17:02:15
UMK000945,UMKM-2026-000945,PLK000945,ADM000099,LOK005786,JASA,MIKRO,KATU05,AKTIF,Koperasi Karya Ibu Desain,3141363715436,"Koperasi Karya Ibu Desain memproduksi dan memasarkan Desain Label Produk untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Desain Label Produk,2013,08786534010,order45.koperasi-karya-ibu-desain@icloud.com,Setiap hari 08.00-21.00,GrabFood;GoFood,https://cdn.umkmtumbuh.local/logo/umk000945.webp,https://cdn.umkmtumbuh.local/cover/umk000945.webp,true,2025-05-22,false,,,2025-05-22 09:35:28,2025-09-07 09:35:28
UMK000946,UMKM-2026-000946,PLK000946,ADM000131,LOK005799,JASA,MIKRO,KATU05,AKTIF,Depot Sejahtera Paket,2146699723869,"Depot Sejahtera Paket memproduksi dan memasarkan Paket Dokumentasi Produk untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Paket Dokumentasi Produk,2025,085721310541,sales-depot-sejahtera-paket@icloud.com,Senin-Jumat 09.00-17.00; Sabtu 09.00-13.00,Tokopedia;Website katalog,https://cdn.umkmtumbuh.local/logo/umk000946.webp,https://cdn.umkmtumbuh.local/cover/umk000946.webp,true,2026-03-13,false,,,2026-03-13 06:02:36,2026-07-07 06:02:36
UMK000947,UMKM-2026-000947,PLK000947,ADM000197,LOK005812,PERDAGANGAN,MIKRO,KATU11,AKTIF,Galeri Roti Hangat Aksesori,2156222821514,"Galeri Roti Hangat Aksesori merupakan UMKM ritel yang mengembangkan Aksesori HP. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Aksesori HP,2025,082199228821,galeri-roti-hangat-aksesori.kontak@umkm.id,Senin-Sabtu 07.30-16.30,WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000947.webp,https://cdn.umkmtumbuh.local/cover/umk000947.webp,true,2025-10-17,false,,,2025-10-17 04:36:44,2025-11-30 04:36:44
UMK000948,UMKM-2026-000948,PLK000948,ADM000176,LOK005825,KULINER,KECIL,KATU01,AKTIF,Workshop Catering Barokah Kacang,2171790621239,Workshop Catering Barokah Kacang menjalankan usaha kuliner berbasis pesanan dan penjualan rutin. Produk unggulan Kacang Bawang dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Kacang Bawang,2020,0812735700773,workshop-catering-barokah-kacang.cs@yahoo.co.id,Senin-Sabtu 06.30-16.00,ShopeeFood;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000948.webp,https://cdn.umkmtumbuh.local/cover/umk000948.webp,true,2024-07-28,false,,,2024-07-28 21:44:48,2024-10-01 21:44:48
UMK000949,UMKM-2026-000949,PLK000949,ADM000153,LOK005838,KULINER,KECIL,KATU01,AKTIF,Kedai Rempah Nusantara Rengginang,1480409580413,"Kedai Rempah Nusantara Rengginang bergerak di bidang kuliner dengan produk utama Rengginang Gurih. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Rengginang Gurih,2019,0813159529496,order49.kedai-rempah-nusantara-rengginang@outlook.com,By appointment melalui WhatsApp,GrabFood;GoFood,https://cdn.umkmtumbuh.local/logo/umk000949.webp,https://cdn.umkmtumbuh.local/cover/umk000949.webp,true,2025-04-25,false,,,2025-04-25 21:08:52,2025-08-14 21:08:52
UMK000950,UMKM-2026-000950,PLK000950,ADM000029,LOK005851,KULINER,MIKRO,KATU01,AKTIF,Toko Bumi Pangan Bakpia,1284881887915,"Toko Bumi Pangan Bakpia bergerak di bidang kuliner dengan produk utama Bakpia Mini. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Bakpia Mini,2025,089971839950,kemitraan-toko-bumi-pangan-bakpia@icloud.com,Senin-Sabtu 08.00-17.00,Website katalog;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000950.webp,https://cdn.umkmtumbuh.local/cover/umk000950.webp,true,2025-11-15,false,,,2025-11-15 07:04:52,2026-02-21 07:04:52
UMK000951,UMKM-2026-000951,PLK000951,ADM000207,LOK005864,FASHION,KECIL,KATU02,AKTIF,Rumah Kemasan Sinar Baru Kemeja,,"Rumah Kemasan Sinar Baru Kemeja bergerak di bidang fashion dengan produk utama Kemeja Batik. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Kemeja Batik,2017,0895944552596,halo51.rumah-kemasan-sinar-baru-kemeja@icloud.com,By appointment melalui WhatsApp,Belum aktif online,https://cdn.umkmtumbuh.local/logo/umk000951.webp,https://cdn.umkmtumbuh.local/cover/umk000951.webp,true,2025-07-04,false,,,2025-07-04 17:36:44,2025-10-23 17:36:44
UMK000952,UMKM-2026-000952,PLK000952,ADM000162,LOK005877,KULINER,MIKRO,KATU01,AKTIF,Sentra Snack Ceria Frozen,2112266664749,Sentra Snack Ceria Frozen menjalankan usaha kuliner berbasis pesanan dan penjualan rutin. Produk unggulan Frozen Food dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Frozen Food,2012,085274607597,sentra-snack-ceria-frozen.sales@outlook.com,Selasa-Minggu 10.00-22.00,Instagram;WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000952.webp,https://cdn.umkmtumbuh.local/cover/umk000952.webp,true,2024-10-26,false,,,2024-10-26 21:36:19,2025-02-17 21:36:19
UMK000953,UMKM-2026-000953,PLK000953,ADM000205,LOK005890,PERDAGANGAN,MIKRO,KATU11,AKTIF,Kios Tempe Murni Paket,2218958765297,"Kios Tempe Murni Paket adalah usaha keluarga di sektor ritel. Produk utama Paket Alat Kebersihan dipasarkan melalui jaringan pelanggan lokal, reseller, dan kanal promosi digital.",Paket Alat Kebersihan,2016,089877528254,kios-tempe-murni-paket953@outlook.com,Senin-Jumat 08.00-16.00,Tokopedia;Website katalog,https://cdn.umkmtumbuh.local/logo/umk000953.webp,https://cdn.umkmtumbuh.local/cover/umk000953.webp,true,2024-08-30,false,,,2024-08-30 17:00:08,2024-11-04 17:00:08
UMK000954,UMKM-2026-000954,PLK000954,ADM000208,LOK005903,JASA,MENENGAH,KATU05,AKTIF,Warung Rajut Cantik Paket,1430787757643,"Warung Rajut Cantik Paket merupakan UMKM jasa yang mengembangkan Paket Catering Event. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Paket Catering Event,2018,085265302387,cs-warung-rajut-cantik-paket@icloud.com,Senin-Sabtu 07.30-16.30,Shopee,https://cdn.umkmtumbuh.local/logo/umk000954.webp,https://cdn.umkmtumbuh.local/cover/umk000954.webp,true,2025-05-10,false,,,2025-05-10 18:04:26,2025-07-07 18:04:26
UMK000955,UMKM-2026-000955,PLK000955,ADM000024,LOK005916,JASA,MIKRO,KATU05,AKTIF,Bengkel Susu Segar Jasa,2241750483933,"Bengkel Susu Segar Jasa merupakan UMKM jasa yang mengembangkan Jasa Jahit Permak. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Jasa Jahit Permak,2019,082249246722,bengkel-susu-segar-jasa955@umkm.id,Setiap hari 10.00-22.00,Facebook Marketplace,https://cdn.umkmtumbuh.local/logo/umk000955.webp,https://cdn.umkmtumbuh.local/cover/umk000955.webp,true,2026-04-08,false,,,2026-04-08 22:43:51,2026-05-19 22:43:51
UMK000956,UMKM-2026-000956,PLK000956,ADM000115,LOK005929,AGRIBISNIS,MIKRO,KATU04,AKTIF,Karya Rasa Nusantara Teh,1347906842606,Karya Rasa Nusantara Teh menjalankan usaha agribisnis berbasis pesanan dan penjualan rutin. Produk unggulan Teh Herbal dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Teh Herbal,2015,082294355231,info.karya-rasa-nusantara-teh@mail.com,Setiap hari 10.00-22.00,Instagram,https://cdn.umkmtumbuh.local/logo/umk000956.webp,https://cdn.umkmtumbuh.local/cover/umk000956.webp,true,2024-09-09,false,,,2024-09-09 08:52:39,2024-10-02 08:52:39
UMK000957,UMKM-2026-000957,PLK000957,ADM000185,LOK005942,KECANTIKAN,MENENGAH,KATU06,AKTIF,Rumah Produksi Tani Muda Serum,3353264383524,"Rumah Produksi Tani Muda Serum bergerak di bidang kecantikan dengan produk utama Serum Herbal. Usaha ini fokus pada kualitas produksi, pelayanan pelanggan, dan penguatan pemasaran digital.",Serum Herbal,2020,0812700493942,order57.rumah-produksi-tani-muda-serum@umkm.id,By appointment melalui WhatsApp,Shopee;Tokopedia;Instagram,https://cdn.umkmtumbuh.local/logo/umk000957.webp,https://cdn.umkmtumbuh.local/cover/umk000957.webp,true,2024-05-17,false,,,2024-05-17 01:26:00,2024-06-02 01:26:00
UMK000958,UMKM-2026-000958,PLK000958,ADM000139,LOK005955,JASA,KECIL,KATU05,AKTIF,Sanggar Batik Lestari Jasa,1366968099960,"Sanggar Batik Lestari Jasa merupakan UMKM jasa yang mengembangkan Jasa Admin Marketplace. Kegiatan usaha diarahkan pada peningkatan kapasitas produksi, kemasan, dan penjualan online.",Jasa Admin Marketplace,2017,081399644513,halo.sanggar-batik-lestari-jasa@umkm.id,Setiap hari 10.00-22.00,WhatsApp Business,https://cdn.umkmtumbuh.local/logo/umk000958.webp,https://cdn.umkmtumbuh.local/cover/umk000958.webp,true,2024-01-06,false,,,2024-01-06 19:16:40,2024-01-26 19:16:40
UMK000959,UMKM-2026-000959,PLK000959,ADM000108,LOK005968,KULINER,MIKRO,KATU01,AKTIF,Lapak Tempe Murni Rengginang,3173564007870,"Lapak Tempe Murni Rengginang memproduksi dan memasarkan Rengginang Gurih untuk pelanggan lokal serta kanal digital. Pengembangan usaha difokuskan pada legalitas, branding, dan konsistensi kualitas.",Rengginang Gurih,2021,0888571233393,admin59.lapak-tempe-murni-rengginang@icloud.com,Senin-Jumat 08.00-16.00,TikTok Shop,https://cdn.umkmtumbuh.local/logo/umk000959.webp,https://cdn.umkmtumbuh.local/cover/umk000959.webp,true,2025-11-04,false,,,2025-11-04 15:43:02,2025-11-13 15:43:02
UMK000960,UMKM-2026-000960,PLK000960,ADM000086,LOK005981,KECANTIKAN,KECIL,KATU06,AKTIF,Studio Berkah Krim,9183090930495,Studio Berkah Krim menjalankan usaha kecantikan berbasis pesanan dan penjualan rutin. Produk unggulan Krim Tangan Natural dikembangkan agar lebih siap masuk marketplace dan kemitraan.,Krim Tangan Natural,2019,087869754337,studio-berkah-krim960@mail.com,Senin-Jumat 09.00-17.00; Sabtu 09.00-13.00,Instagram;Shopee;TikTok Shop,https://cdn.umkmtumbuh.local/logo/umk000960.webp,https://cdn.umkmtumbuh.local/cover/umk000960.webp,true,2025-06-29,false,,,2025-06-29 03:50:01,2025-07-06 03:50:01
